# x y z qx qy qz qw
37.774379604503764 39.82317898367257 -0.25960556605712604 0.0053771117759260313 0.013527401675590356 -0.35522790264222348 0.9346663753753327
38.549952214057441 40.705531492856593 -0.2495420316659156 0.0038264782258805741 0.011609619053167776 -0.35362427565376725 0.93530767476706533
39.327802808070523 41.597473716361975 -0.24561448307470013 0.0034720674065773934 0.010501016405733015 -0.3524120125341571 0.93577959307947856
40.108806532127687 42.493798893375327 -0.24357523162591452 0.0035225658618495198 0.0096217516521977988 -0.35136709467481958 0.93618170148997648
40.891726091918976 43.395430284684629 -0.24189466763828585 0.0030297636943290309 0.008193537049505057 -0.35055562955981867 0.93650116768026104
41.674044087695819 44.301833527229768 -0.23863130733681381 0.0022823835077489495 0.0085839318486567416 -0.35010964559064112 0.9366666124635461
42.459925892620895 45.21313667071 -0.23510432098923439 0.00087283431279362462 0.0086190244950135626 -0.34966841882407801 0.93683346836782277
43.247753365646425 46.129384759812012 -0.23354205708384845 -2.2391933190899849e-05 0.0087988098231090162 -0.34924454884381795 0.93699030173592224
44.042036146905531 47.051314409607912 -0.23707493772647065 0.00074800248818891659 0.0082166509734394998 -0.34876799868920344 0.93717277501503671
44.83606342351537 47.978441310436232 -0.237119177704426 0.0024368530112975628 0.010047008054469408 -0.34874964589786217 0.9371589000071805
45.635689723518468 48.90685713750802 -0.24204075511808751 0.0042317116978035727 0.010522978886721745 -0.34855416041344367 0.93722001514582132
46.43712740567674 49.839847476693954 -0.2411326363671466 0.0067004042094392811 0.014668794803565649 -0.34835567290947439 0.93722369592015031
47.243646655908655 50.773413149483133 -0.23420263774478803 0.0077675056670149581 0.018048097219523159 -0.3482775103245091 0.9371855247733113
48.049628038048411 51.712747743235759 -0.21842676617847512 0.0086424753738757621 0.020565577017198841 -0.34848547597823537 0.93704868480436132
48.86087861970605 52.652022566786925 -0.21814225380996768 0.0078492134559727724 0.022628204598005641 -0.34914879125285547 0.93676116260841091
49.674403341163647 53.59963448569318 -0.20892669683436707 0.0057545952911633993 0.022452317464552635 -0.35075507155289243 0.93618035540884392
50.496916876022702 54.543873885468592 -0.21623421807036203 0.0058115892711430011 0.023864769006073629 -0.35321025037879106 0.93522148032312657
51.328921243136172 55.491917996830225 -0.21825344344000003 0.0085970730174870762 0.023033321808494846 -0.35493195800552374 0.93456881052620255
52.167805146668741 56.437641984178313 -0.22103432931914579 0.0099377499886205041 0.023303718274448843 -0.3567129573976715 0.93387046417817177
53.013916741772498 57.383688742133472 -0.21379656811997233 0.010590767003192137 0.025809289263824094 -0.35854764996383126 0.93309447482416952
53.868039799256081 58.328038426826446 -0.20593704783643851 0.0096004805374515258 0.025853412495887036 -0.36030454478771562 0.93242697668025587
54.721910351979012 59.279462115148931 -0.19933195801268949 0.0085622172421169693 0.026410447794540243 -0.36252565845286217 0.93156015567783246
55.585261037860654 60.222364866649293 -0.19501461476533161 0.0067908178861642307 0.026177163168356072 -0.36416787686005708 0.93094059874093504
56.457100990981829 61.168042778307417 -0.19591747584370073 0.0053366184103790012 0.025614626974448846 -0.36582982305506206 0.93031389968784262
57.333444242872105 62.115440312293551 -0.20701850372083924 0.0051016457707580651 0.024286737681620919 -0.36721713895921904 0.92980411939172292
